ID,log2FC,FDR,label
ENSMUSG00000036948,4.28E-03,9.91E-01,
ENSMUSG00000036957,-9.96E-01,5.59E-01,
ENSMUSG00000036980,8.36E-01,7.16E-04,
ENSMUSG00000036995,-1.71E+00,1.92E-01,
ENSMUSG00000037007,2.10E-01,7.23E-01,
ENSMUSG00000037070,-7.25E-01,3.96E-01,
ENSMUSG00000037071,2.97E+00,1.26E-16,
ENSMUSG00000037098,9.86E-04,9.99E-01,
ENSMUSG00000037104,-3.53E-01,5.42E-01,
ENSMUSG00000037110,-1.30E+00,3.29E-01,
ENSMUSG00000037111,-2.22E-01,7.68E-01,
ENSMUSG00000037112,-6.90E-02,8.27E-01,
ENSMUSG00000037126,1.03E-01,7.33E-01,
ENSMUSG00000037129,1.04E-02,9.87E-01,
ENSMUSG00000037143,-5.59E-01,6.41E-01,
ENSMUSG00000037202,5.94E-01,6.87E-01,
ENSMUSG00000037210,4.49E-01,1.88E-01,
ENSMUSG00000037224,2.37E-01,6.50E-02,
ENSMUSG00000037235,2.82E-01,7.62E-01,
ENSMUSG00000037270,4.67E-01,6.27E-01,
ENSMUSG00000037275,3.22E-02,9.85E-01,
ENSMUSG00000037295,2.60E+00,5.52E-18,
ENSMUSG00000037315,8.96E-01,4.26E-02,
ENSMUSG00000037339,4.48E-01,6.82E-01,
ENSMUSG00000037344,3.44E-01,5.06E-01,
ENSMUSG00000037361,8.83E-01,1.45E-01,
ENSMUSG00000037363,-1.42E+00,2.37E-01,
ENSMUSG00000037364,4.14E-01,5.21E-01,
ENSMUSG00000037373,-8.79E-01,2.22E-01,
ENSMUSG00000037379,1.01E-01,8.07E-01,
ENSMUSG00000037395,1.09E-01,6.83E-01,
ENSMUSG00000037400,1.54E-01,7.74E-01,
ENSMUSG00000037405,-2.86E-01,7.89E-01,
ENSMUSG00000037408,5.06E-03,9.94E-01,
ENSMUSG00000037410,-5.76E-01,4.04E-01,
ENSMUSG00000037416,6.26E-02,6.88E-01,
ENSMUSG00000037428,-8.98E-01,3.80E-06,
ENSMUSG00000037447,1.71E-01,7.63E-01,
ENSMUSG00000037458,1.49E+00,1.89E-56,
ENSMUSG00000037461,-2.81E-02,9.64E-01,
ENSMUSG00000037463,-1.71E-01,8.32E-01,
ENSMUSG00000037465,-1.66E+00,1.10E-24,
ENSMUSG00000037466,-5.31E-01,5.39E-01,
ENSMUSG00000037470,-4.74E-01,6.28E-01,
ENSMUSG00000037474,1.30E+00,7.41E-05,
ENSMUSG00000037486,2.13E-01,2.70E-01,
ENSMUSG00000037487,-2.85E-01,2.07E-01,
ENSMUSG00000037503,-1.36E+00,2.10E-01,
ENSMUSG00000037523,-3.34E+00,5.22E-02,
ENSMUSG00000037525,-3.71E-01,6.89E-01,
ENSMUSG00000037533,1.04E+00,3.03E-02,
ENSMUSG00000037537,-1.97E-01,8.77E-01,
ENSMUSG00000037573,-1.68E+00,3.70E-01,
ENSMUSG00000037577,1.28E-01,8.32E-01,
ENSMUSG00000037593,1.38E+00,1.13E-01,
ENSMUSG00000037594,7.99E-01,1.69E-06,
ENSMUSG00000037638,1.98E-01,8.16E-01,
ENSMUSG00000037640,-3.74E-01,1.38E-01,
ENSMUSG00000037643,-1.73E+00,4.92E-03,
ENSMUSG00000037646,1.42E-01,5.31E-01,
ENSMUSG00000037652,-1.52E-02,9.88E-01,
ENSMUSG00000037669,-1.32E-01,8.84E-01,
ENSMUSG00000037681,-2.34E+00,7.35E-02,
ENSMUSG00000037685,1.78E+00,2.43E-08,
ENSMUSG00000037692,-2.45E-01,2.67E-01,
ENSMUSG00000037703,8.03E-01,5.10E-01,
ENSMUSG00000037705,1.40E+00,7.28E-10,
ENSMUSG00000037725,-1.73E-01,6.38E-01,
ENSMUSG00000037731,6.52E-01,6.56E-01,
ENSMUSG00000037750,-8.07E-01,4.61E-01,
ENSMUSG00000037752,-5.10E-01,6.71E-01,
ENSMUSG00000037784,3.99E-01,5.52E-01,
ENSMUSG00000037788,-3.89E-01,1.30E-01,
ENSMUSG00000037818,-4.11E-01,4.37E-01,
ENSMUSG00000037822,8.65E-02,8.05E-01,
ENSMUSG00000037847,-9.69E-01,5.13E-01,
ENSMUSG00000037857,-3.61E-01,7.53E-01,
ENSMUSG00000037876,-6.59E-01,3.69E-01,
ENSMUSG00000037887,-2.02E-01,8.83E-01,
ENSMUSG00000037890,-9.51E-02,9.31E-01,
ENSMUSG00000037896,-1.71E+00,3.58E-01,
ENSMUSG00000037926,-1.31E+00,1.09E-01,
ENSMUSG00000037965,1.40E-01,7.89E-01,
ENSMUSG00000037989,-8.23E-01,8.06E-03,
ENSMUSG00000037995,3.66E-01,7.58E-03,
ENSMUSG00000037997,-8.84E-01,5.46E-02,
ENSMUSG00000038000,1.31E+00,5.41E-14,
ENSMUSG00000038002,-4.67E-01,5.10E-01,
ENSMUSG00000038007,1.28E-01,8.31E-01,
ENSMUSG00000038013,-2.32E-01,6.25E-01,
ENSMUSG00000038020,4.43E-01,8.07E-01,
ENSMUSG00000038024,-2.01E+00,7.73E-02,
ENSMUSG00000038025,-2.96E+00,7.04E-02,
ENSMUSG00000038026,4.30E-01,6.37E-01,
ENSMUSG00000038034,4.79E-01,5.82E-01,
ENSMUSG00000038037,3.62E-01,6.22E-01,
ENSMUSG00000038071,-3.45E+00,8.30E-02,
ENSMUSG00000038095,-4.11E-02,9.65E-01,
ENSMUSG00000038116,9.33E-02,7.66E-01,
ENSMUSG00000038126,-1.01E+00,1.70E-01,
ENSMUSG00000038147,-1.99E+00,3.30E-02,
ENSMUSG00000038173,1.11E-01,9.51E-01,
ENSMUSG00000038175,-2.50E+00,1.07E-01,
ENSMUSG00000038178,-3.97E-01,4.27E-02,
ENSMUSG00000038179,-4.21E-01,5.31E-01,
ENSMUSG00000038192,3.09E-01,3.38E-01,
ENSMUSG00000038201,1.23E+00,2.94E-01,
ENSMUSG00000038208,1.67E-01,9.50E-01,
ENSMUSG00000038216,-5.09E-01,5.91E-01,
ENSMUSG00000038235,8.28E-02,9.59E-01,
ENSMUSG00000038240,6.21E-01,4.91E-01,
ENSMUSG00000038248,-2.38E+00,1.15E-01,
ENSMUSG00000038252,-8.03E-01,1.68E-01,
ENSMUSG00000038257,-2.89E-02,9.89E-01,
ENSMUSG00000038260,-8.14E-02,9.07E-01,
ENSMUSG00000038271,-1.28E-01,6.88E-01,
ENSMUSG00000038279,6.56E-02,9.71E-01,
ENSMUSG00000038295,-1.79E-01,5.01E-01,
ENSMUSG00000038296,5.38E-01,1.93E-02,
ENSMUSG00000038301,-4.73E-01,5.29E-01,
ENSMUSG00000038342,4.93E-01,6.23E-01,
ENSMUSG00000038346,5.80E-01,3.51E-01,
ENSMUSG00000038354,3.86E-01,6.90E-01,
ENSMUSG00000038369,1.54E-01,4.59E-01,
ENSMUSG00000038371,2.26E-01,8.25E-01,
ENSMUSG00000038375,-2.35E-01,3.94E-01,
ENSMUSG00000038383,2.80E-01,7.84E-01,
ENSMUSG00000038384,-1.14E+00,1.68E-01,
ENSMUSG00000038456,1.00E+00,5.92E-07,
ENSMUSG00000038467,-7.28E-01,9.13E-02,
ENSMUSG00000038473,-2.78E-01,8.57E-01,
ENSMUSG00000038481,-5.11E-01,6.97E-01,
ENSMUSG00000038485,-1.52E+00,1.20E-01,
ENSMUSG00000038497,2.48E-01,7.25E-01,
ENSMUSG00000038506,2.13E-02,9.86E-01,
ENSMUSG00000038507,-1.33E+00,1.86E-01,
ENSMUSG00000038520,-2.77E-01,9.96E-02,
ENSMUSG00000038521,-1.51E+00,2.00E-02,
ENSMUSG00000038533,-1.76E+00,5.29E-04,
ENSMUSG00000038538,-6.36E-01,2.06E-01,
ENSMUSG00000038544,6.84E-02,7.38E-01,
ENSMUSG00000038545,6.59E-01,3.70E-01,
ENSMUSG00000038560,-2.46E-01,8.76E-01,
ENSMUSG00000038569,-9.73E-01,2.21E-01,
ENSMUSG00000038578,7.19E-02,8.05E-01,
ENSMUSG00000038582,-1.50E-01,5.68E-01,
ENSMUSG00000038605,-1.91E+00,6.45E-28,
ENSMUSG00000038607,5.58E-01,1.70E-06,
ENSMUSG00000038619,-5.45E-01,1.40E-01,
ENSMUSG00000038628,3.30E-01,7.41E-01,
ENSMUSG00000038658,3.46E-01,5.62E-01,
ENSMUSG00000038664,-2.32E-01,8.12E-01,
ENSMUSG00000038668,-1.12E+00,5.26E-08,
ENSMUSG00000038690,-3.10E-01,1.62E-01,
ENSMUSG00000038697,-2.42E-01,8.37E-01,
ENSMUSG00000038712,-6.58E-01,3.96E-01,
ENSMUSG00000038717,4.38E-01,5.56E-01,
ENSMUSG00000038729,-4.51E-01,2.93E-01,
ENSMUSG00000038756,-1.58E-01,7.96E-01,
ENSMUSG00000038762,-1.15E+00,1.98E-01,
ENSMUSG00000038763,-1.19E+00,2.15E-02,
ENSMUSG00000038764,-5.80E-01,5.83E-01,
ENSMUSG00000038765,-8.60E-02,7.05E-01,
ENSMUSG00000038766,1.64E-02,9.69E-01,
ENSMUSG00000038773,9.45E-01,6.01E-03,
ENSMUSG00000038774,-1.00E+00,4.42E-01,
ENSMUSG00000038775,1.45E+00,2.49E-02,
ENSMUSG00000038777,-3.96E-01,8.72E-01,
ENSMUSG00000038780,-3.23E-02,9.79E-01,
ENSMUSG00000038784,-3.35E-02,9.20E-01,
ENSMUSG00000038797,1.60E+00,3.32E-02,
ENSMUSG00000038806,6.59E-01,1.46E-01,
ENSMUSG00000038816,-1.46E+00,3.12E-01,
ENSMUSG00000038822,-1.90E-01,9.02E-01,
ENSMUSG00000038827,-2.73E-01,2.91E-01,
ENSMUSG00000038828,-5.94E-01,6.25E-01,
ENSMUSG00000038831,1.78E+00,3.32E-02,
ENSMUSG00000038836,2.25E-01,7.92E-01,
ENSMUSG00000038838,-4.48E-01,6.83E-01,
ENSMUSG00000038855,-3.28E-02,9.53E-01,
ENSMUSG00000038860,-1.05E+00,8.08E-03,
ENSMUSG00000038866,-4.31E+00,3.25E-03,
ENSMUSG00000038872,-2.10E-02,9.58E-01,
ENSMUSG00000038880,7.95E-03,9.94E-01,
ENSMUSG00000038893,1.37E-01,9.02E-01,
ENSMUSG00000039007,1.56E+00,2.39E-04,
ENSMUSG00000039046,4.72E-01,9.10E-02,
ENSMUSG00000039047,3.73E-02,9.81E-01,
ENSMUSG00000039048,2.60E-01,7.86E-01,
ENSMUSG00000039055,1.25E+00,1.32E-01,
ENSMUSG00000039058,8.63E-02,9.60E-01,
ENSMUSG00000039065,2.42E-01,5.51E-01,
ENSMUSG00000039081,-3.51E+00,2.80E-04,
ENSMUSG00000039097,-3.89E-01,2.59E-01,
ENSMUSG00000039100,-1.64E-01,2.08E-01,
ENSMUSG00000039116,4.90E+00,6.56E-09,
ENSMUSG00000039130,1.74E-01,8.07E-01,
ENSMUSG00000039133,1.59E-01,4.81E-01,
ENSMUSG00000039145,-1.54E-02,9.65E-01,
ENSMUSG00000039154,8.74E-01,1.93E-01,
ENSMUSG00000039159,5.42E-01,4.82E-08,
ENSMUSG00000039168,-1.15E-01,4.54E-01,
ENSMUSG00000039199,-3.24E-01,8.12E-01,
ENSMUSG00000039205,9.09E-02,8.02E-01,
ENSMUSG00000039242,-1.00E-01,9.40E-01,
ENSMUSG00000039286,-1.41E+00,5.93E-02,
ENSMUSG00000039347,-1.85E+00,1.91E-01,
ENSMUSG00000039357,9.17E-01,1.72E-01,
ENSMUSG00000039358,3.49E-02,9.79E-01,
ENSMUSG00000039367,-4.19E-01,4.43E-01,
ENSMUSG00000039376,2.30E-01,6.90E-01,
ENSMUSG00000039385,2.73E-01,8.47E-01,
ENSMUSG00000039405,-2.05E+00,2.64E-01,
ENSMUSG00000039449,-1.55E+00,4.74E-02,
ENSMUSG00000039458,1.08E-02,9.65E-01,
ENSMUSG00000039463,2.65E-01,7.52E-01,
ENSMUSG00000039470,-4.40E+00,9.01E-28,
ENSMUSG00000039473,-6.95E-01,6.25E-01,
ENSMUSG00000039477,-3.25E-01,2.81E-01,
ENSMUSG00000039485,-2.36E-01,8.73E-01,
ENSMUSG00000039501,6.45E-01,9.11E-04,
ENSMUSG00000039508,-3.06E-01,7.08E-01,
ENSMUSG00000039518,5.44E-02,8.16E-01,
ENSMUSG00000039536,2.63E-01,8.42E-01,
ENSMUSG00000039563,3.59E-01,2.33E-01,
ENSMUSG00000039568,6.77E-01,5.95E-01,
ENSMUSG00000039585,-7.84E-01,4.33E-01,
ENSMUSG00000039623,-3.12E-01,1.10E-01,
ENSMUSG00000039632,8.67E-01,2.13E-01,
ENSMUSG00000039634,-3.44E-02,9.40E-01,
ENSMUSG00000039652,-2.75E-01,8.25E-01,
ENSMUSG00000039660,-6.17E-01,5.62E-01,
ENSMUSG00000039662,2.49E-01,1.05E-01,
ENSMUSG00000039670,7.51E-01,1.13E-03,
ENSMUSG00000039672,-2.64E+00,2.75E-01,
ENSMUSG00000039686,-6.70E-01,2.20E-01,
ENSMUSG00000039693,-1.95E+00,1.88E-26,
ENSMUSG00000039703,-2.00E-01,8.07E-01,
ENSMUSG00000039704,7.70E-01,1.88E-08,
ENSMUSG00000039715,-1.11E+00,4.99E-01,
ENSMUSG00000039728,2.36E+00,6.85E-20,
ENSMUSG00000039740,7.41E-01,1.83E-10,
ENSMUSG00000039747,2.07E-01,6.89E-01,
ENSMUSG00000039753,1.07E-01,8.60E-01,
ENSMUSG00000039754,-1.40E+00,4.71E-01,
ENSMUSG00000039763,1.49E-01,8.27E-01,
ENSMUSG00000039768,2.08E-02,9.50E-01,
ENSMUSG00000039774,6.80E-01,9.13E-02,
ENSMUSG00000039787,-2.92E-01,8.81E-01,
ENSMUSG00000039804,2.25E+00,1.12E-01,
ENSMUSG00000039810,1.52E-01,8.90E-01,
ENSMUSG00000039813,4.92E-01,5.85E-03,
ENSMUSG00000039826,3.69E-01,8.37E-01,
ENSMUSG00000039830,7.10E-01,5.50E-01,
ENSMUSG00000039841,-4.94E-01,1.79E-03,
ENSMUSG00000039844,-7.27E-01,5.38E-01,
ENSMUSG00000039850,-1.62E+00,3.58E-06,
ENSMUSG00000039853,-1.77E-02,9.44E-01,
ENSMUSG00000039883,1.53E-01,9.13E-01,
ENSMUSG00000039911,-1.72E+00,2.70E-37,
ENSMUSG00000039952,-2.52E-01,7.69E-01,
ENSMUSG00000039959,-1.03E+00,2.22E-01,
ENSMUSG00000039967,-6.73E-01,7.79E-06,
ENSMUSG00000039981,1.66E-01,8.05E-01,
ENSMUSG00000039982,-1.56E-01,7.60E-01,
ENSMUSG00000039987,-1.15E+00,1.43E-05,
ENSMUSG00000039994,4.32E-03,9.92E-01,
ENSMUSG00000039997,-1.22E+00,1.07E-13,
ENSMUSG00000040003,-1.66E-01,8.66E-01,
ENSMUSG00000040007,-7.70E-02,8.17E-01,
ENSMUSG00000040010,1.57E-01,8.42E-01,
ENSMUSG00000040021,3.87E-02,9.53E-01,
ENSMUSG00000040025,4.45E-01,7.26E-01,
ENSMUSG00000040028,-3.66E-01,5.70E-01,
ENSMUSG00000040033,1.83E-01,2.53E-01,
ENSMUSG00000040044,4.31E-01,6.32E-03,
ENSMUSG00000040048,6.05E-01,5.91E-01,
ENSMUSG00000040061,-7.03E-01,6.04E-01,
ENSMUSG00000040102,-4.82E-01,6.81E-01,
ENSMUSG00000040111,1.78E+00,7.01E-03,
ENSMUSG00000040112,-2.74E+00,1.75E-01,
ENSMUSG00000040125,-7.19E-01,2.85E-01,
ENSMUSG00000040127,3.23E-02,9.55E-01,
ENSMUSG00000040128,-8.93E-01,7.89E-17,
ENSMUSG00000040154,6.63E-02,8.28E-01,
ENSMUSG00000040158,-1.12E+00,1.81E-01,
ENSMUSG00000040170,-4.58E-01,4.35E-01,
ENSMUSG00000040189,5.49E-01,4.89E-01,
ENSMUSG00000040205,8.85E-01,2.10E-01,
ENSMUSG00000040225,2.83E-01,6.04E-01,
ENSMUSG00000040247,1.56E+00,4.09E-02,
ENSMUSG00000040253,-2.05E+00,3.51E-02,
ENSMUSG00000040265,5.76E-01,1.37E-05,
ENSMUSG00000040268,7.68E-02,9.56E-01,
ENSMUSG00000040270,1.30E+00,3.85E-02,
ENSMUSG00000040274,-4.65E-01,1.63E-02,
ENSMUSG00000040276,-3.59E-01,7.52E-01,
ENSMUSG00000040283,-2.05E+00,7.66E-19,
ENSMUSG00000040296,-1.33E+00,6.42E-41,
ENSMUSG00000040302,7.83E-01,1.32E-03,
ENSMUSG00000040312,1.18E+00,3.35E-06,
ENSMUSG00000040325,-1.70E+00,2.90E-01,
ENSMUSG00000040327,-4.11E-01,6.77E-01,
ENSMUSG00000040328,-3.89E-01,3.42E-03,
ENSMUSG00000040345,1.22E+00,1.41E-01,
ENSMUSG00000040356,2.42E-01,1.28E-01,
ENSMUSG00000040359,9.61E-01,4.67E-13,
ENSMUSG00000040370,8.97E-01,3.40E-01,
ENSMUSG00000040407,6.89E-01,1.62E-01,
ENSMUSG00000040410,8.56E-01,1.45E-09,
ENSMUSG00000040415,-3.74E-01,8.48E-01,
ENSMUSG00000040424,1.14E+00,1.23E-03,
ENSMUSG00000040430,-1.12E+00,2.77E-01,
ENSMUSG00000040434,7.35E-02,9.51E-01,
ENSMUSG00000040446,1.03E-01,8.24E-01,
ENSMUSG00000040451,-1.56E+00,2.75E-01,
ENSMUSG00000040455,-1.08E-01,5.53E-01,
ENSMUSG00000040466,9.68E-01,4.22E-06,
ENSMUSG00000040481,-2.19E+00,3.76E-01,
ENSMUSG00000040482,-1.44E-01,8.81E-01,
ENSMUSG00000040483,4.59E-01,5.85E-01,
ENSMUSG00000040489,-8.90E-01,3.86E-01,
ENSMUSG00000040498,-5.42E-01,3.86E-01,
ENSMUSG00000040511,-4.09E-01,6.20E-01,
ENSMUSG00000040520,9.26E-01,4.00E-15,
ENSMUSG00000040524,-2.93E-01,5.59E-01,
ENSMUSG00000040548,-4.79E-01,3.30E-01,
ENSMUSG00000040550,3.47E-02,8.79E-01,
ENSMUSG00000040552,-2.41E-01,8.39E-01,
ENSMUSG00000040564,-8.50E-01,4.76E-01,
ENSMUSG00000040565,-4.95E-01,7.50E-01,
ENSMUSG00000040591,-5.96E-01,9.90E-02,
ENSMUSG00000040599,-4.01E-02,9.37E-01,
ENSMUSG00000040606,-2.02E-01,6.49E-01,
ENSMUSG00000040610,-8.81E-04,9.99E-01,
ENSMUSG00000040618,-1.04E+00,4.88E-02,
ENSMUSG00000040620,9.67E-02,9.40E-01,
ENSMUSG00000040632,7.28E-02,9.63E-01,
ENSMUSG00000040648,-1.35E+00,5.44E-02,
ENSMUSG00000040663,1.38E+00,6.73E-06,
ENSMUSG00000040669,-4.49E-01,5.10E-02,
ENSMUSG00000040687,-1.04E+00,4.68E-01,
ENSMUSG00000040688,7.29E-01,6.72E-03,
ENSMUSG00000040697,-3.42E+00,1.83E-02,
ENSMUSG00000040705,3.38E-01,6.54E-01,
ENSMUSG00000040706,-1.42E+00,4.24E-07,
ENSMUSG00000040710,-1.52E+00,7.61E-15,
ENSMUSG00000040711,-4.23E-01,7.14E-01,
ENSMUSG00000040720,-2.61E-02,8.94E-01,
ENSMUSG00000040723,-8.02E-01,3.00E-01,
ENSMUSG00000040731,8.03E-01,4.89E-01,
ENSMUSG00000040738,-1.52E-01,4.21E-01,
ENSMUSG00000040760,-7.63E-01,6.54E-01,
ENSMUSG00000040761,-1.41E-01,2.97E-01,
ENSMUSG00000040785,2.82E-01,4.88E-02,
ENSMUSG00000040797,-5.61E+00,1.39E-11,
ENSMUSG00000040859,1.40E+00,2.80E-01,
ENSMUSG00000040865,2.89E-02,9.78E-01,
ENSMUSG00000040877,1.04E+00,4.40E-14,
ENSMUSG00000040888,-2.03E-01,8.21E-01,
ENSMUSG00000040928,-1.60E-01,8.44E-01,
ENSMUSG00000040940,1.81E+00,6.43E-02,
ENSMUSG00000041000,6.64E-01,5.01E-01,
ENSMUSG00000041037,-3.52E-01,7.39E-01,
ENSMUSG00000041058,9.05E-01,5.89E-15,
ENSMUSG00000041073,-3.17E-01,7.87E-01,
ENSMUSG00000041115,-1.80E+00,1.41E-01,
ENSMUSG00000041124,2.55E-01,5.84E-02,
ENSMUSG00000041130,4.73E-01,9.08E-02,
ENSMUSG00000041135,-1.39E-02,9.53E-01,
ENSMUSG00000041153,3.83E-01,1.30E-02,
ENSMUSG00000041164,-1.59E-01,4.99E-01,
ENSMUSG00000041189,8.84E-01,1.38E-01,
ENSMUSG00000041225,8.62E-01,2.13E-19,
ENSMUSG00000041229,1.36E-01,9.37E-01,
ENSMUSG00000041235,-1.07E+00,2.06E-11,
ENSMUSG00000041263,-7.97E-01,6.39E-01,
ENSMUSG00000041297,4.85E-02,9.39E-01,
ENSMUSG00000041313,2.18E+00,2.06E-51,
ENSMUSG00000041341,2.50E-02,9.84E-01,
ENSMUSG00000041354,-2.47E-01,8.53E-01,
ENSMUSG00000041360,-1.41E-01,7.84E-01,
ENSMUSG00000041362,1.28E-01,8.98E-01,
ENSMUSG00000041390,-4.29E-02,8.42E-01,
ENSMUSG00000041408,-1.20E+00,1.61E-01,
ENSMUSG00000041415,5.48E-01,3.85E-04,
ENSMUSG00000041440,2.24E-02,9.35E-01,
ENSMUSG00000041530,6.61E-01,1.09E-01,
ENSMUSG00000041566,-1.10E+00,9.36E-02,
ENSMUSG00000041592,-6.65E-01,1.70E-01,
ENSMUSG00000041607,-2.20E+00,6.21E-02,
ENSMUSG00000041685,6.49E-03,9.95E-01,
ENSMUSG00000041696,-5.57E-01,6.08E-01,
ENSMUSG00000041702,-2.95E-01,7.34E-01,
ENSMUSG00000041712,-3.50E-02,9.33E-01,
ENSMUSG00000041720,-3.30E-01,8.25E-01,
ENSMUSG00000041781,-2.17E-01,8.25E-01,
ENSMUSG00000041805,-1.41E+00,2.25E-01,
ENSMUSG00000041815,-9.59E-01,2.64E-01,
ENSMUSG00000041840,-1.94E+00,4.16E-03,
ENSMUSG00000041846,-5.03E-01,3.52E-01,
ENSMUSG00000041870,-2.16E+00,2.47E-02,
ENSMUSG00000041886,-1.66E+00,2.90E-01,
ENSMUSG00000041889,-2.04E-01,6.31E-01,
ENSMUSG00000041890,-8.04E-01,4.45E-05,
ENSMUSG00000041895,1.24E-01,8.32E-01,
ENSMUSG00000041915,1.11E+00,1.56E-03,
ENSMUSG00000041930,-6.63E-01,6.16E-01,
ENSMUSG00000041961,-6.28E-01,5.83E-01,
ENSMUSG00000041977,-3.74E-01,1.20E-01,
ENSMUSG00000041992,1.48E+00,8.90E-02,
ENSMUSG00000042029,-2.37E-01,8.27E-01,
ENSMUSG00000042046,-3.01E-01,5.94E-01,
ENSMUSG00000042099,2.76E-01,8.42E-01,
ENSMUSG00000042105,7.38E-01,2.12E-01,
ENSMUSG00000042116,3.91E-01,5.41E-01,
ENSMUSG00000042155,-7.44E-01,6.61E-01,
ENSMUSG00000042178,6.08E-02,9.58E-01,
ENSMUSG00000042185,-1.30E+00,2.96E-01,
ENSMUSG00000042190,-1.15E+00,1.58E-01,
ENSMUSG00000042197,-6.11E-01,3.80E-01,
ENSMUSG00000042198,-2.52E-01,3.32E-01,
ENSMUSG00000042202,8.59E-01,3.08E-05,
ENSMUSG00000042207,-5.48E-01,8.89E-02,
ENSMUSG00000042215,-7.70E-01,2.75E-01,
ENSMUSG00000042228,2.73E-01,7.04E-03,
ENSMUSG00000042246,-3.54E-02,9.30E-01,
ENSMUSG00000042268,-2.28E-01,7.97E-01,
ENSMUSG00000042284,-1.06E+00,5.77E-03,
ENSMUSG00000042292,-2.24E+00,5.57E-02,
ENSMUSG00000042308,-2.48E-01,7.37E-01,
ENSMUSG00000042320,1.01E-01,6.22E-01,
ENSMUSG00000042331,-2.81E+00,1.78E-02,
ENSMUSG00000042340,2.41E+00,3.12E-03,
ENSMUSG00000042348,-9.80E-01,3.78E-01,
ENSMUSG00000042349,-2.56E-02,9.74E-01,
ENSMUSG00000042390,-1.69E-01,5.53E-01,
ENSMUSG00000042406,7.51E-01,5.81E-01,
ENSMUSG00000042419,-2.97E+00,3.58E-69,
ENSMUSG00000042428,6.13E-01,5.87E-01,
ENSMUSG00000042447,2.39E-01,3.01E-01,
ENSMUSG00000042460,9.87E-02,6.29E-01,
ENSMUSG00000042472,-5.84E-01,3.26E-02,
ENSMUSG00000042476,-1.05E+00,1.14E-01,
ENSMUSG00000042485,-1.46E+00,1.26E-01,
ENSMUSG00000042492,-5.85E-01,2.15E-02,
ENSMUSG00000042499,1.23E+00,1.93E-08,
ENSMUSG00000042502,-4.00E-01,1.72E-01,
ENSMUSG00000042505,1.07E+00,2.16E-03,
ENSMUSG00000042520,5.02E-02,9.54E-01,
ENSMUSG00000042523,-1.20E+00,9.07E-02,
ENSMUSG00000042541,3.39E-01,1.17E-01,
ENSMUSG00000042548,-2.74E-01,7.65E-01,
ENSMUSG00000042564,-3.46E-01,3.93E-01,
ENSMUSG00000042569,-7.05E-01,6.67E-01,
ENSMUSG00000042599,-1.06E+00,3.73E-06,
ENSMUSG00000042607,-1.33E+00,1.15E-02,
ENSMUSG00000042608,1.37E+00,3.09E-08,
ENSMUSG00000042628,-1.18E-01,7.85E-01,
ENSMUSG00000042647,6.72E-01,5.94E-01,
ENSMUSG00000042662,-2.01E-01,9.30E-01,
ENSMUSG00000042675,-1.24E-01,8.91E-01,
ENSMUSG00000042699,-1.70E+00,1.37E-04,
ENSMUSG00000042700,-2.31E+00,5.05E-02,
ENSMUSG00000042719,-5.26E-01,7.53E-01,
ENSMUSG00000042729,-1.20E-02,9.75E-01,
ENSMUSG00000042742,8.17E-01,1.84E-12,
ENSMUSG00000042744,-5.36E-01,4.77E-01,
ENSMUSG00000042757,-9.94E-02,9.30E-01,
ENSMUSG00000042787,-5.64E-01,5.53E-01,
ENSMUSG00000042797,2.53E+00,1.88E-03,
ENSMUSG00000042826,3.39E-01,7.63E-01,
ENSMUSG00000042828,-1.10E-01,8.44E-01,
ENSMUSG00000042849,1.40E-01,7.33E-01,
ENSMUSG00000042851,8.92E-01,6.73E-02,
ENSMUSG00000042854,-2.42E-01,8.28E-01,
ENSMUSG00000042857,-4.88E-01,7.89E-01,
ENSMUSG00000042873,3.89E-01,8.78E-03,
ENSMUSG00000042976,-7.28E-01,4.67E-01,
ENSMUSG00000043004,-8.66E-01,5.10E-01,
ENSMUSG00000043015,-1.23E+00,5.54E-01,
ENSMUSG00000043029,-4.47E-01,6.15E-01,
ENSMUSG00000043073,-1.19E+00,2.06E-05,
ENSMUSG00000043079,-1.17E+00,1.97E-01,
ENSMUSG00000043088,8.35E-02,8.06E-01,
ENSMUSG00000043091,6.70E-01,7.43E-02,
ENSMUSG00000043102,6.10E-01,6.04E-01,
ENSMUSG00000043154,1.22E-01,6.50E-01,
ENSMUSG00000043162,-1.83E+00,3.78E-25,
ENSMUSG00000043183,-1.38E+00,2.02E-01,
ENSMUSG00000043252,6.94E-01,7.75E-07,
ENSMUSG00000043257,-9.92E-01,2.33E-01,
ENSMUSG00000043263,-2.30E+00,1.69E-18,
ENSMUSG00000043286,-5.50E-01,1.29E-04,
ENSMUSG00000043298,1.41E+00,8.48E-04,
ENSMUSG00000043301,-1.10E+00,2.86E-01,
ENSMUSG00000043310,-3.92E-02,8.98E-01,
ENSMUSG00000043314,-3.77E-01,3.47E-01,
ENSMUSG00000043336,-4.66E-01,2.56E-02,
ENSMUSG00000043372,-1.27E-01,9.39E-01,
ENSMUSG00000043411,2.54E-01,7.45E-01,
ENSMUSG00000043421,-2.51E+00,2.11E-26,
ENSMUSG00000043463,-2.86E-01,5.75E-01,
ENSMUSG00000043467,-7.74E+00,4.49E-08,
ENSMUSG00000043468,-1.10E+00,1.08E-01,
ENSMUSG00000043487,-1.53E-01,3.94E-01,
ENSMUSG00000043488,4.16E-01,7.03E-01,
